601
90	30.0
90	30.25
90	30.5
90	30.75
90	31.0
90	31.25
90	31.5
90	31.75
90	32.0
90	32.25
90	32.5
90	32.75
90	33.0
90	33.25
90	33.5
90	33.75
90	34.0
90	34.25
90	34.5
90	34.75
90	35.0
90	35.25
90	35.5
90	35.75
90	36.0
90	36.25
90	36.5
90	36.75
90	37.0
90	37.25
90	37.5
90	37.75
90	38.0
90	38.25
90	38.5
90	38.75
90	39.0
90	39.25
90	39.5
90	39.75
90	40.0
90	40.25
90	40.5
90	40.75
90	41.0
90	41.25
90	41.5
90	41.75
90	42.0
90	42.25
90	42.5
90	42.75
90	43.0
90	43.25
90	43.5
90	43.75
90	44.0
90	44.25
90	44.5
90	44.75
90	45.0
90	45.25
90	45.5
90	45.75
90	46.0
90	46.25
90	46.5
90	46.75
90	47.0
90	47.25
90	47.5
90	47.75
90	48.0
90	48.25
90	48.5
90	48.75
90	49.0
90	49.25
90	49.5
90	49.75
90	50.0
90	50.25
90	50.5
90	50.75
90	51.0
90	51.25
90	51.5
90	51.75
90	52.0
90	52.25
90	52.5
90	52.75
90	53.0
90	53.25
90	53.5
90	53.75
90	54.0
90	54.25
90	54.5
90	54.75
90	55.0
90	55.25
90	55.5
90	55.75
90	56.0
90	56.25
90	56.5
90	56.75
90	57.0
90	57.25
90	57.5
90	57.75
90	58.0
90	58.25
90	58.5
90	58.75
90	59.0
90	59.25
90	59.5
90	59.75
90	60.0
90	60.25
90	60.5
90	60.75
90	61.0
90	61.25
90	61.5
90	61.75
90	62.0
90	62.25
90	62.5
90	62.75
90	63.0
90	63.25
90	63.5
90	63.75
90	64.0
90	64.25
90	64.5
90	64.75
90	65.0
90	65.25
90	65.5
90	65.75
90	66.0
90	66.25
90	66.5
90	66.75
90	67.0
90	67.25
90	67.5
90	67.75
90	68.0
90	68.25
90	68.5
90	68.75
90	69.0
90	69.25
90	69.5
90	69.75
90	70.0
90	70.25
90	70.5
90	70.75
90	71.0
90	71.25
90	71.5
90	71.75
90	72.0
90	72.25
90	72.5
90	72.75
90	73.0
90	73.25
90	73.5
90	73.75
90	74.0
90	74.25
90	74.5
90	74.75
90	75.0
90	75.25
90	75.5
90	75.75
90	76.0
90	76.25
90	76.5
90	76.75
90	77.0
90	77.25
90	77.5
90	77.75
90	78.0
90	78.25
90	78.5
90	78.75
90	79.0
90	79.25
90	79.5
90	79.75
90	80.0
90	80.25
90	80.5
90	80.75
90	81.0
90	81.25
90	81.5
90	81.75
90	82.0
90	82.25
90	82.5
90	82.75
90	83.0
90	83.25
90	83.5
90	83.75
90	84.0
90	84.25
90	84.5
90	84.75
90	85.0
90	85.25
90	85.5
90	85.75
90	86.0
90	86.25
90	86.5
90	86.75
90	87.0
90	87.25
90	87.5
90	87.75
90	88.0
90	88.25
90	88.5
90	88.75
90	89.0
90	89.25
90	89.5
90	89.75
90	90.0
90	90.25
90	90.5
90	90.75
90	91.0
90	91.25
90	91.5
90	91.75
90	92.0
90	92.25
90	92.5
90	92.75
90	93.0
90	93.25
90	93.5
90	93.75
90	94.0
90	94.25
90	94.5
90	94.75
90	95.0
90	95.25
90	95.5
90	95.75
90	96.0
90	96.25
90	96.5
90	96.75
90	97.0
90	97.25
90	97.5
90	97.75
90	98.0
90	98.25
90	98.5
90	98.75
90	99.0
90	99.25
90	99.5
90	99.75
90	100.0
90	100.25
90	100.5
90	100.75
90	101.0
90	101.25
90	101.5
90	101.75
90	102.0
90	102.25
90	102.5
90	102.75
90	103.0
90	103.25
90	103.5
90	103.75
90	104.0
90	104.25
90	104.5
90	104.75
90	105.0
90	105.25
90	105.5
90	105.75
90	106.0
90	106.25
90	106.5
90	106.75
90	107.0
90	107.25
90	107.5
90	107.75
90	108.0
90	108.25
90	108.5
90	108.75
90	109.0
90	109.25
90	109.5
90	109.75
90	110.0
90	110.25
90	110.5
90	110.75
90	111.0
90	111.25
90	111.5
90	111.75
90	112.0
90	112.25
90	112.5
90	112.75
90	113.0
90	113.25
90	113.5
90	113.75
90	114.0
90	114.25
90	114.5
90	114.75
90	115.0
90	115.25
90	115.5
90	115.75
90	116.0
90	116.25
90	116.5
90	116.75
90	117.0
90	117.25
90	117.5
90	117.75
90	118.0
90	118.25
90	118.5
90	118.75
90	119.0
90	119.25
90	119.5
90	119.75
90	120.0
90	120.25
90	120.5
90	120.75
90	121.0
90	121.25
90	121.5
90	121.75
90	122.0
90	122.25
90	122.5
90	122.75
90	123.0
90	123.25
90	123.5
90	123.75
90	124.0
90	124.25
90	124.5
90	124.75
90	125.0
90	125.25
90	125.5
90	125.75
90	126.0
90	126.25
90	126.5
90	126.75
90	127.0
90	127.25
90	127.5
90	127.75
90	128.0
90	128.25
90	128.5
90	128.75
90	129.0
90	129.25
90	129.5
90	129.75
90	130.0
90	130.25
90	130.5
90	130.75
90	131.0
90	131.25
90	131.5
90	131.75
90	132.0
90	132.25
90	132.5
90	132.75
90	133.0
90	133.25
90	133.5
90	133.75
90	134.0
90	134.25
90	134.5
90	134.75
90	135.0
90	135.25
90	135.5
90	135.75
90	136.0
90	136.25
90	136.5
90	136.75
90	137.0
90	137.25
90	137.5
90	137.75
90	138.0
90	138.25
90	138.5
90	138.75
90	139.0
90	139.25
90	139.5
90	139.75
90	140.0
90	140.25
90	140.5
90	140.75
90	141.0
90	141.25
90	141.5
90	141.75
90	142.0
90	142.25
90	142.5
90	142.75
90	143.0
90	143.25
90	143.5
90	143.75
90	144.0
90	144.25
90	144.5
90	144.75
90	145.0
90	145.25
90	145.5
90	145.75
90	146.0
90	146.25
90	146.5
90	146.75
90	147.0
90	147.25
90	147.5
90	147.75
90	148.0
90	148.25
90	148.5
90	148.75
90	149.0
90	149.25
90	149.5
90	149.75
90	150.0
90	150.25
90	150.5
90	150.75
90	151.0
90	151.25
90	151.5
90	151.75
90	152.0
90	152.25
90	152.5
90	152.75
90	153.0
90	153.25
90	153.5
90	153.75
90	154.0
90	154.25
90	154.5
90	154.75
90	155.0
90	155.25
90	155.5
90	155.75
90	156.0
90	156.25
90	156.5
90	156.75
90	157.0
90	157.25
90	157.5
90	157.75
90	158.0
90	158.25
90	158.5
90	158.75
90	159.0
90	159.25
90	159.5
90	159.75
90	160.0
90	160.25
90	160.5
90	160.75
90	161.0
90	161.25
90	161.5
90	161.75
90	162.0
90	162.25
90	162.5
90	162.75
90	163.0
90	163.25
90	163.5
90	163.75
90	164.0
90	164.25
90	164.5
90	164.75
90	165.0
90	165.25
90	165.5
90	165.75
90	166.0
90	166.25
90	166.5
90	166.75
90	167.0
90	167.25
90	167.5
90	167.75
90	168.0
90	168.25
90	168.5
90	168.75
90	169.0
90	169.25
90	169.5
90	169.75
90	170.0
90	170.25
90	170.5
90	170.75
90	171.0
90	171.25
90	171.5
90	171.75
90	172.0
90	172.25
90	172.5
90	172.75
90	173.0
90	173.25
90	173.5
90	173.75
90	174.0
90	174.25
90	174.5
90	174.75
90	175.0
90	175.25
90	175.5
90	175.75
90	176.0
90	176.25
90	176.5
90	176.75
90	177.0
90	177.25
90	177.5
90	177.75
90	178.0
90	178.25
90	178.5
90	178.75
90	179.0
90	179.25
90	179.5
90	179.75
90	180.0
